source_id,team_fifa_code,name,position
117481,IRQ,Aimar Sher,Midfield
253190,IRQ,Akam Hashem,Defence
177008,IRQ,Ali Al-Hamadi,Offence
218847,IRQ,Ali Jassim El-Aibi,Offence
295189,IRQ,Ali Yousif,Offence
31373,IRQ,Amir Al Ammari,Midfield
117153,IRQ,Aymen Hussein,Offence
132162,IRQ,Fahad Talib,Goalkeeper
236201,IRQ,Frans Putros,Defence
129968,IRQ,Hussein Ali,Defence
123067,IRQ,Ibrahim Bayesh,Midfield
117137,IRQ,Jalal Hassan,Goalkeeper
35515,IRQ,Kevin Yakob,Midfield
249877,IRQ,Manaf Younis,Defence
193630,IRQ,Marko Farji,Offence
152724,IRQ,Merchas Doski,Defence
221753,IRQ,Mohanad Ali,Offence
236191,IRQ,Mustafa Saadoun,Defence
210821,IRQ,Rebin Sulaka,Defence
165049,IRQ,Youssef Amyn,Midfield
295321,IRQ,Zaid Ismail,Midfield
249839,IRQ,Zaid Tahseen,Defence
176642,IRQ,Zidane Iqbal,Midfield
249669,JOR,Abdallah Al Fakhouri,Goalkeeper
244110,JOR,Abdallah Naseeb,Defence
295350,JOR,Ali Azaizeh,Offence
244174,JOR,Ali Olwan,Offence
295352,JOR,Amer Jamous,Midfield
295867,JOR,Anas Badawi,Defence
116915,JOR,Ehsan Haddad,Defence
295354,JOR,Husam Abu Dahab,Defence
249756,JOR,Ibrahim Saadeh,Midfield
280317,JOR,Ibrahim Sabra,Offence
116928,JOR,Mahmoud Al Mardi,Offence
244241,JOR,Mohammad Abu Hasheesh,Midfield
249762,JOR,Mohammad Abu Zrayq,Offence
202806,JOR,Mohammad Abualnadi,Defence
295351,JOR,Mohammad Al-Dawoud,Midfield
244346,JOR,Mohannad Abu Taha,Offence
98763,JOR,Musa Al Taamari,Offence
231890,JOR,Nizar Al Rashdan,Midfield
244206,JOR,Noor Al Rawabdeh,Midfield
250010,JOR,Noureddin Bani Ateyah,Goalkeeper
295348,JOR,Odeh Fakhoury,Offence
244171,JOR,Rajaei Ayed,Midfield
249653,JOR,Saed Al Rosan,Defence
116921,JOR,Saleem Obaid,Defence
119303,JOR,Yazan Al Arab,Defence
243818,JOR,Yazeed Abu Layla,Goalkeeper
49105,JPN,Ao Tanaka,Midfield
119460,JPN,Ayase Ueda,Offence
113230,JPN,Ayumu Seko,Defence
6716,JPN,Daichi Kamada,Midfield
44017,JPN,Daizen Maeda,Offence
48657,JPN,Hiroki Ito,Defence
181210,JPN,Junnosuke Suzuki,Defence
49080,JPN,Junya Ito,Offence
114809,JPN,Kaishu Sano,Midfield
274204,JPN,Keisuke Goto,Offence
48729,JPN,Keisuke Ōsako,Goalkeeper
48595,JPN,Keito Nakamura,Midfield
247160,JPN,Kento Shiogai,Offence
48902,JPN,Ko Itakura,Defence
48659,JPN,Koki Ogawa,Offence
7531,JPN,Ritsu Doan,Offence
49097,JPN,Shogo Taniguchi,Defence
48555,JPN,Takefusa Kubo,Midfield
9034,JPN,Takehiro Tomiyasu,Defence
161335,JPN,Tomoki Hayakawa,Goalkeeper
113595,JPN,Tsuyoshi Watanabe,Defence
3269,JPN,Wataru Endō,Midfield
145293,JPN,Yuito Suzuki,Midfield
48670,JPN,Yukinari Sugawara,Defence
3264,JPN,Yūto Nagatomo,Defence
118920,JPN,Zion Suzuki,Goalkeeper
189673,KOR,Bum-keun Song,Goalkeeper
295846,KOR,Cho Wi-Je,Defence
177318,KOR,Dong-gyeong Lee,Midfield
254209,KOR,Gi-hyuk Lee,Defence
189762,KOR,Gue-Sung Cho,Offence
217715,KOR,Han-bum Lee,Defence
170281,KOR,Heung-min Son,Offence
3354,KOR,Hwang Heechan,Offence
189775,KOR,Hyeon-woo Jo,Goalkeeper
191295,KOR,Hyun-Gyu Oh,Offence
189665,KOR,Hyun-jun Yang,Offence
170561,KOR,In-beom Hwang,Midfield
179889,KOR,Jae-sung Lee,Midfield
151888,KOR,Jens Castrop,Midfield
261683,KOR,Ji-sung Eom,Offence
189741,KOR,Jin-Gyu Kim,Midfield
244407,KOR,Jin-seob Park,Defence
217655,KOR,Joon-ho Bae,Midfield
213217,KOR,Kang-in Lee,Midfield
168299,KOR,Min-Jae Kim,Defence
171221,KOR,Moon-hwan Kim,Defence
166683,KOR,Seung-Gyu Kim,Goalkeeper
189752,KOR,Seung-Ho Paik,Midfield
246906,KOR,Tae-hyeon Kim,Defence
282051,KOR,Tae-seok Lee,Defence
243858,KOR,Young-woo Seol,Defence
103094,KSA,Abdulelah Al Amri,Defence
3583,KSA,Abdullah Al Khaibari,Midfield
189799,KSA,Abdullah Al-Hamdan,Offence
249787,KSA,Ahmed Al Kassar,Goalkeeper
295851,KSA,Alaa Al Hejji,Midfield
132018,KSA,Ali Lajami,Defence
295325,KSA,Ali Majrashi,Defence
189703,KSA,Ayman Yahya,Midfield
249786,KSA,Firas Al Brikan,Offence
244368,KSA,Hassan Al Tambakti,Defence
244552,KSA,Hassan Kadesh,Defence
295850,KSA,Jehad Thakri,Defence
244411,KSA,Khalid Al Ghannam,Offence
295849,KSA,Mohammed Abu Al Shamat,Midfield
3561,KSA,Mohammed Al Owais,Goalkeeper
248783,KSA,Mohammed Kanno,Midfield
253246,KSA,Moteb Al Harbi,Defence
248781,KSA,Musab Al Juwayr,Midfield
166119,KSA,Nasser Al Dawsari,Midfield
233580,KSA,Nawaf Al Aqidi,Goalkeeper
295852,KSA,Nawaf Boushal,Defence
166114,KSA,Saleh Al Shehri,Offence
3574,KSA,Salem Al Dawsari,Midfield
129098,KSA,Saud Abdulhamid,Defence
114373,KSA,Sultan Mandash,Offence
295324,KSA,Ziyad Al-Johani,Midfield
175941,MAR,Abdessamad Ezzalzouli,Offence
53,MAR,Achraf Hakimi,Defence
3695,MAR,Ahmed Reda Tagnaouti,Goalkeeper
137693,MAR,Anass Salah-Eddine,Defence
172417,MAR,Ayoub El Kaabi,Offence
261438,MAR,Ayoube Amaimouni-Echghouyab,Offence
221819,MAR,Ayyoub Bouaddi,Midfield
122511,MAR,Azzedine Ounahi,Midfield
189873,MAR,Bilal El Khannouss,Midfield
7887,MAR,Brahim Diaz,Midfield
150948,MAR,Chadi Riad,Defence
192313,MAR,Chemsdine Talbi,Midfield
245336,MAR,Gessime Yassine,Offence
130173,MAR,Ismael Saibari,Midfield
8296,MAR,Issa Diop,Defence
3693,MAR,Munir Mohamedi,Goalkeeper
81191,MAR,Nayef Aguerd,Defence
170647,MAR,Neil El Aynaoui,Midfield
7553,MAR,Noussair Mazraoui,Defence
172822,MAR,Redouane Halhal,Defence
244929,MAR,Samir El Mourabet,Midfield
3705,MAR,Sofyan Amrabat,Midfield
130502,MAR,Soufiane Rahimi,Offence
3694,MAR,Yassine Bounou,Goalkeeper
277391,MAR,Youssef Belammari,Defence
213459,MAR,Zakaria El Ouahdi,Defence
39667,MEX,Alexis Vega,Offence
229284,MEX,Armando González,Offence
144457,MEX,Brian Gutiérrez,Midfield
39540,MEX,Carlos Acevedo,Goalkeeper
98820,MEX,César Huerta,Offence
39246,MEX,César Montes,Defence
3293,MEX,Edson Álvarez,Midfield
76356,MEX,Erik Lira,Midfield
264596,MEX,Gilberto Mora,Midfield
39833,MEX,Guillermo Martínez,Offence
3285,MEX,Guillermo Ochoa,Goalkeeper
84096,MEX,Israel Reyes,Defence
3298,MEX,Jesús Gallardo,Defence
39330,MEX,Johan Vásquez,Defence
39546,MEX,Jorge Sánchez,Defence
177674,MEX,José Rangel,Goalkeeper
39237,MEX,Julián Quiñones,Offence
39587,MEX,Luis Chávez,Midfield
39927,MEX,Luis Romo,Midfield
246145,MEX,Mateo Chávez,Defence
170442,MEX,Obed Vargas,Midfield
38786,MEX,Orbelín Pineda,Midfield
3305,MEX,Raúl Jiménez,Offence
39472,MEX,Roberto Alvarado,Offence
39635,MEX,Santiago Giménez,Offence
99992,MEX,Álvaro Fidalgo,Midfield
126870,NED,Bart Verbruggen,Goalkeeper
97535,NED,Brian Brobbey,Offence
7459,NED,Cody Gakpo,Offence
102193,NED,Crysencio Summerville,Midfield
7417,NED,Denzel Dumfries,Defence
7457,NED,Donyell Malen,Midfield
7559,NED,Frenkie de Jong,Midfield
7688,NED,Guus Til,Midfield
98566,NED,Jan Paul van Hecke,Defence
189477,NED,Jorrel Hato,Defence
98816,NED,Jurrien Timber,Defence
7561,NED,Justin Kluivert,Offence
9923,NED,Mark Flekken,Goalkeeper
1848,NED,Marten de Roon,Midfield
97505,NED,Mats Wieffer,Midfield
8472,NED,Memphis Depay,Offence
131177,NED,Mickey van de Ven,Defence
8240,NED,Nathan Aké,Defence
7565,NED,Noa Lang,Midfield
97536,NED,Quinten Timber,Midfield
137691,NED,Robin Roefs,Goalkeeper
81793,NED,Ryan Gravenberch,Midfield
7693,NED,Teun Koopmeiners,Midfield
7696,NED,Tijjani Reijnders,Midfield
7869,NED,Virgil van Dijk,Defence
7697,NED,Wout Weghorst,Offence
8167,NOR,Alexander Sørloth,Offence
157796,NOR,Andreas Schjelderup,Offence
169295,NOR,Antonio Nusa,Midfield
205467,NOR,David Wolfe,Defence
44441,NOR,Egil Selvik,Goalkeeper
38101,NOR,Erling Haaland,Offence
38088,NOR,Fredrik Aursnes,Midfield
37913,NOR,Fredrik Bjørkan,Defence
135036,NOR,Henrik Falchener,Defence
37916,NOR,Jens Hauge,Offence
44030,NOR,Julian Ryerson,Defence
213269,NOR,Jørgen Strand Larsen,Offence
44033,NOR,Kristian Thorstvedt,Midfield
16068,NOR,Kristoffer Ajer,Defence
44032,NOR,Leo Østigård,Defence
38548,NOR,Marcus Pedersen,Defence
7427,NOR,Martin Ødegaard,Midfield
7421,NOR,Morten Thorsby,Midfield
179716,NOR,Oscar Bobb,Midfield
37924,NOR,Patrick Berg,Midfield
8973,NOR,Sander Berge,Midfield
146024,NOR,Sander Tangvik,Goalkeeper
145159,NOR,Sondre Langås,Defence
150589,NOR,Thelo Aasgaard,Midfield
16197,NOR,Torbjørn Heggem,Defence
6843,NOR,Ørjan Nyland,Goalkeeper
176204,NZL,Alex Paulsen,Goalkeeper
4680,NZL,Alex Rufer,Midfield
177602,NZL,Ben Old,Midfield
82829,NZL,Ben Waine,Offence
113754,NZL,Callan Elliot,Defence
125117,NZL,Callum McCowatt,Midfield
8057,NZL,Chris Wood,Offence
118981,NZL,Elijah Just,Offence
176993,NZL,Finn Surman,Defence
111787,NZL,Francis De Vries,Defence
261259,NZL,Jesse Randall,Offence
144646,NZL,Joe Bell,Midfield
4593,NZL,Kosta Barbarouses,Offence
218039,NZL,Lachlan Bayliss,Offence
4690,NZL,Liberato Cacace,Defence
156513,NZL,Marko Stamenic,Midfield
185023,NZL,Matthew Garbett,Offence
48418,NZL,Max Crocombe,Goalkeeper
77036,NZL,Michael Boxall,Defence
80167,NZL,Michael Woud,Goalkeeper
146549,NZL,Nando Pijnaker,Defence
7723,NZL,Ryan Thomas,Midfield
4684,NZL,Sarpreet Singh,Midfield
125116,NZL,Tim Payne,Defence
11392,NZL,Tommy Smith,Defence
214425,NZL,Tyler Bindon,Defence
3864,PAN,Adalberto Carrasquilla,Midfield
58751,PAN,Alberto Quintero,Midfield
76711,PAN,Andrés Andrade,Defence
43793,PAN,Aníbal Godoy,Midfield
159094,PAN,Azarias Londoño,Offence
103158,PAN,Carlos Harvey,Midfield
28668,PAN,Cecilio Waterman,Midfield
110566,PAN,Cesar Samudio,Goalkeeper
166946,PAN,Christian Martinez,Midfield
84481,PAN,César Blackman,Defence
110577,PAN,César Yanis,Midfield
253717,PAN,Edgardo Fariña,Defence
43786,PAN,Fidel Escobar,Defence
43795,PAN,Ismael Díaz,Offence
100199,PAN,Jiovany Ramos,Defence
275040,PAN,Jorge Gutiérrez,Defence
103208,PAN,José Cordoba,Defence
3868,PAN,José Fajardo,Offence
8919,PAN,José Luis Rodríguez,Midfield
28382,PAN,Luis Mejía,Goalkeeper
188908,PAN,Michael Murillo,Defence
100186,PAN,Orlando Mosquera,Goalkeeper
22771,PAN,Roderick Miller,Defence
105650,PAN,Tomas Rodriguez,Offence
39139,PAN,Édgar Bárcenas,Midfield
43787,PAN,Éric Davis,Defence
250206,PAR,Alex Arce,Offence
274608,PAR,Alexandro Maidana,Defence
46467,PAR,Andrés Cubas,Midfield
14,PAR,Antonio Sanabria,Offence
122397,PAR,Braian Ojeda,Midfield
168954,PAR,Damian Bobadilla,Midfield
178951,PAR,Diego Gómez,Midfield
1436,PAR,Fabián Balbuena,Defence
59693,PAR,Gabriel Ávalos,Offence
28294,PAR,Gastón Olveira,Goalkeeper
191772,PAR,Gustavo Caballero,Offence
1741,PAR,Gustavo Gómez,Defence
172169,PAR,Gustavo Velázquez,Defence
114353,PAR,Isidro Pitta,Offence
178832,PAR,José Canale,Defence
141752,PAR,Juan Cáceres,Defence
168949,PAR,Julio Enciso,Offence
8395,PAR,Júnior Alonso,Defence
57316,PAR,Kaku,Midfield
165622,PAR,Matías Galarza,Midfield
119594,PAR,Mauricio,Midfield
76861,PAR,Miguel Almirón,Midfield
46491,PAR,Omar Alderete,Defence
270728,PAR,Orlando Gill,Goalkeeper
140647,PAR,Ramón Sosa,Offence
169622,PAR,Roberto Fernández,Goalkeeper
3254,POR,Bernardo Silva,Midfield
3257,POR,Bruno Fernandes,Midfield
44,POR,Cristiano Ronaldo,Offence
37362,POR,Diogo Costa,Goalkeeper
15905,POR,Diogo Dalot,Defence
150791,POR,Francisco Conceição,Offence
3259,POR,Gonçalo Guedes,Midfield
145357,POR,Gonçalo Inácio,Defence
101431,POR,Gonçalo Ramos,Offence
190877,POR,Joao Neves,Midfield
15899,POR,José Sá,Goalkeeper
2000,POR,João Cancelo,Defence
39265,POR,João Félix,Offence
91512,POR,Matheus Nunes,Defence
144570,POR,Nuno Mendes,Defence
15862,POR,Nélson Semedo,Defence
2074,POR,Pedro Neto,Offence
15892,POR,Rafael Leão,Offence
178769,POR,Renato Veiga,Defence
32014,POR,Rui Silva,Goalkeeper
10183,POR,Rúben Dias,Defence
3255,POR,Rúben Neves,Midfield
140814,POR,Samuel Almeida Costa,Midfield
177842,POR,Tomas Araujo,Defence
37332,POR,Trincão,Offence
178722,POR,Vitinha,Midfield
115827,QAT,Abdulaziz Hatem,Midfield
249923,QAT,Ahmed Al Ganehi,Midfield
189976,QAT,Ahmed Alaa Eldin,Offence
115832,QAT,Ahmed Fathy,Midfield
57652,QAT,Akram Afif,Offence
115837,QAT,Almoez Ali,Offence
57667,QAT,Assim Madibo,Midfield
295196,QAT,Ayoub Al-Oui,Defence
115828,QAT,Boualem Khoukhi,Defence
255986,QAT,Edmílson,Offence
253305,QAT,Hashemi Al Hussain,Defence
189973,QAT,Hassan Al Haydos,Offence
189725,QAT,Homam Ahmed,Defence
295191,QAT,Issa Laye,Defence
189707,QAT,Jassem Gaber Abdulsallam,Defence
115829,QAT,Karim Boudiaf,Midfield
194260,QAT,Lucas Mendes,Defence
156781,QAT,Mahmoud Abunada,Goalkeeper
129104,QAT,Meshaal Barsham,Goalkeeper
295195,QAT,Mohamed Al-Mannai,Midfield
135684,QAT,Mohammed Muntari,Offence
189969,QAT,Ró-Ró,Defence
103173,QAT,Salah Zakaria,Goalkeeper
249804,QAT,Sultan Al Brake,Defence
253301,QAT,Tahsin Jamshid,Midfield
129107,QAT,Yusuf Abdurisag,Midfield
33994,RSA,Aubrey Modiba,Defence
245836,RSA,Bradley Cross,Defence
245511,RSA,Evidence Makgopa,Offence
279850,RSA,Ime Okon,Defence
124636,RSA,Iqraam Rayners,Offence
147928,RSA,Jayden Adams,Midfield
286003,RSA,Kamogelo Sebelebele,Midfield
74101,RSA,Khuliso Mudau,Defence
286005,RSA,Khulumani Ndamane,Defence
34760,RSA,Lyle Foster,Offence
285992,RSA,Mbekezeli Mbokazi,Defence
34481,RSA,Nkosinathi Sibisi,Defence
217832,RSA,Olwethu Makhanya,Defence
118915,RSA,Oswin Appollis,Offence
270771,RSA,Relebohile Mofokeng,Offence
34456,RSA,Ricardo Goss,Goalkeeper
33986,RSA,Ronwen Williams,Goalkeeper
277223,RSA,Samukelo Kabini,Defence
34123,RSA,Sipho Chaine,Goalkeeper
133788,RSA,Sphephelo Sithole,Midfield
34012,RSA,Teboho Mokoena,Midfield
277299,RSA,Thalente Mbatha,Midfield
245495,RSA,Thapelo Maseko,Midfield
33954,RSA,Themba Zwane,Midfield
287754,RSA,Tholo Matuludi,Defence
287753,RSA,Tshepang Moremi,Offence
101111,SCO,Aaron Hickey,Defence
7868,SCO,Andrew Robertson,Defence
3981,SCO,Angus Gunn,Goalkeeper
34411,SCO,Anthony Ralston,Defence
176789,SCO,Ben Doak,Midfield
4119,SCO,Che Adams,Offence
15607,SCO,Craig Gordon,Goalkeeper
5769,SCO,Dominic Hyam,Defence
270697,SCO,Findlay Curtis,Midfield
25606,SCO,George Hirst,Offence
3986,SCO,Grant Hanley,Defence
16070,SCO,Jack Hendry,Defence
34646,SCO,John McGinn,Midfield
34429,SCO,John Souttar,Defence
34494,SCO,Kenny McLean,Midfield
15615,SCO,Kieran Tierney,Defence
52043,SCO,Lawrence Shankland,Offence
34638,SCO,Lewis Ferguson,Midfield
34960,SCO,Liam Kelly,Goalkeeper
35126,SCO,Lyndon Dykes,Offence
138174,SCO,Nathan Patterson,Defence
35101,SCO,Ross Stewart,Offence
34495,SCO,Ryan Christie,Midfield
34486,SCO,Scott McKenna,Defence
7905,SCO,Scott McTominay,Midfield
290139,SCO,Tyler Fletcher,Midfield
38154,SEN,Abdoulaye Seck,Defence
166640,SEN,Ahmadou Bamba Dieng,Offence
168667,SEN,Antoine Mendy,Defence
218474,SEN,Assane Diao,Offence
290450,SEN,Bara Ndiaye,Midfield
9148,SEN,Cherif Ndiaye,Offence
805,SEN,Edouard Mendy,Goalkeeper
205441,SEN,El Hadji Diouf,Defence
171876,SEN,Habib Diarra,Midfield
265040,SEN,Ibrahim M'Baye,Offence
3627,SEN,Idrissa Gana Guèye,Midfield
94091,SEN,Iliman Ndiaye,Midfield
194,SEN,Ismail Jakobs,Defence
3638,SEN,Ismaïla Sarr,Midfield
2086,SEN,Kalidou Koulibaly,Defence
8887,SEN,Krépin Diatta,Midfield
204269,SEN,Lamine Camara,Midfield
190866,SEN,Mamadou Sarr,Defence
20931,SEN,Mory Diaw,Goalkeeper
8723,SEN,Moussa Niakhaté,Defence
152515,SEN,Nicolas Jackson,Offence
633,SEN,Pape Gueye,Midfield
170391,SEN,Pape Sarr,Midfield
252052,SEN,Pape Thiaw,Coach
37649,SEN,Pathé Ciss,Midfield
3626,SEN,Sadio Mané,Offence
8608,SEN,Yehvann Diouf,Goalkeeper
144909,SUI,Ardon Jasari,Midfield
169297,SUI,Aurele Amenda,Defence
3483,SUI,Breel Embolo,Offence
16281,SUI,Christian Fassnacht,Midfield
30780,SUI,Cédric Itten,Offence
77641,SUI,Dan Ndoye,Offence
6687,SUI,Denis Zakaria,Midfield
16275,SUI,Djibril Sow,Midfield
30823,SUI,Eray Cömert,Defence
152692,SUI,Fabian Rieder,Midfield
3477,SUI,Granit Xhaka,Midfield
334,SUI,Gregor Kobel,Goalkeeper
212309,SUI,Johan Manzambi,Midfield
176711,SUI,Luca Jaquez,Defence
143,SUI,Manuel Akanji,Defence
205190,SUI,Marvin Keller,Goalkeeper
16265,SUI,Michel Aebischer,Midfield
50215,SUI,Miro Muheim,Defence
3475,SUI,Nico Elvedi,Defence
16058,SUI,Noah Okafor,Offence
1841,SUI,Remo Freuler,Midfield
1745,SUI,Ricardo Rodriguez,Defence
31913,SUI,Ruben Vargas,Midfield
2114,SUI,Silvan Widmer,Defence
9534,SUI,Yvon Mvogo,Goalkeeper
122313,SUI,Zeki Amdouni,Offence
111622,SWE,Alexander Bernhardsson,Offence
6486,SWE,Alexander Isak,Offence
166376,SWE,Anthony Elanga,Offence
72511,SWE,Benjamin Nygren,Offence
180627,SWE,Besfort Zeneli,Midfield
31019,SWE,Carl Starfelt,Defence
145937,SWE,Daniel Svensson,Defence
192811,SWE,Elliot Stroud,Defence
31926,SWE,Eric Smith,Defence
31531,SWE,Gabriel Gudmundsson,Defence
166538,SWE,Gustaf Lagerbielke,Defence
24083,SWE,Gustaf Nilsson,Offence
167409,SWE,Herman Johansson,Defence
31560,SWE,Hjalmar Ekdal,Defence
167031,SWE,Isak Hien,Defence
180671,SWE,Jacob Widell Zetterström,Goalkeeper
31065,SWE,Jesper Karlström,Midfield
3500,SWE,Ken Sema,Midfield
3484,SWE,Kristoffer Nordfeldt,Goalkeeper
193622,SWE,Lucas Bergvall,Midfield
15354,SWE,Mattias Svanberg,Midfield
180673,SWE,Taha Ali,Midfield
3492,SWE,Victor Nilsson-Lindelöf,Defence
8279,SWE,Viktor Gyökeres,Offence
149732,SWE,Viktor Johansson,Goalkeeper
145613,SWE,Yasin Ayari,Midfield
295202,TUN,Abdelmouhib Chamakh,Goalkeeper
285769,TUN,Adem Arous,Defence
99394,TUN,Ali El Abdi,Defence
141826,TUN,Anis Ben Slimane,Midfield
99393,TUN,Aymen Dahmen,Goalkeeper
3595,TUN,Dylan Bronn,Defence
171368,TUN,Elias Achouri,Midfield
171927,TUN,Elias Saad,Offence
3608,TUN,Ellyes Skhiri,Midfield
97476,TUN,Firas Chaouat,Offence
172854,TUN,Hadj Mahmoud,Midfield
169325,TUN,Hannibal Mejbri,Midfield
277192,TUN,Hazem Mastouri,Offence
161414,TUN,Ismaël Gharbi,Midfield
295662,TUN,Khalil Ayari,Offence
273918,TUN,Mohamed Amine Ben Hamida,Defence
177695,TUN,Montassar Talbi,Defence
130471,TUN,Mortadha Ben Ouanes,Defence
189007,TUN,Moutaz Neffati,Defence
144669,TUN,Omar Rekik,Defence
6657,TUN,Rani Khedira,Midfield
279116,TUN,Rayan Elloumi,Offence
295200,TUN,Sabri Ben Hessen,Goalkeeper
95125,TUN,Sebastian Tounekti,Offence
99799,TUN,Yan Valery,Defence
173578,TUN,Yassine Chikhaoui,Defence
29804,TUR,Abdülkerim Bardakcı,Defence
29518,TUR,Altay Bayındır,Goalkeeper
169162,TUR,Arda Guler,Midfield
172081,TUR,Baris Yilmaz,Midfield
193605,TUR,Can Uzun,Offence
188466,TUR,Deniz Gul,Offence
145831,TUR,Evren Eren Elmalı,Defence
9869,TUR,Ferdi Kadıoğlu,Defence
1754,TUR,Hakan Çalhanoğlu,Midfield
9512,TUR,Kaan Ayhan,Defence
191712,TUR,Kenan Yıldız,Offence
37118,TUR,Merih Demiral,Defence
16641,TUR,Mert Günok,Goalkeeper
10647,TUR,Mert Müldür,Defence
149737,TUR,Muhammed Kerem Aktürkoğlu,Offence
171972,TUR,Oguz Aydin,Midfield
7474,TUR,Orkun Kökçü,Midfield
30548,TUR,Ozan Kabak,Defence
201,TUR,Salih Özcan,Midfield
127226,TUR,Samet Akaydın,Defence
30283,TUR,Uğurcan Çakır,Goalkeeper
79906,TUR,Yunus Akgün,Offence
29622,TUR,Zeki Çelik,Defence
9475,TUR,Çağlar Söyüncü,Defence
180964,TUR,İrfan Kahveci,Midfield
148295,TUR,İsmail Yüksek,Midfield
28614,URU,Agustín Canobbio,Offence
28618,URU,Brian Rodríguez,Midfield
28612,URU,Darwin Núñez,Offence
130957,URU,Emiliano Martínez,Midfield
122506,URU,Facundo Pellistri,Midfield
96,URU,Federico Valverde,Midfield
112678,URU,Federico Viñas,Offence
3160,URU,Fernando Muslera,Goalkeeper
1244,URU,Giorgian De Arrascaeta,Midfield
3165,URU,Guillermo Varela,Defence
28740,URU,Joaquín Piquerez,Defence
213277,URU,José Giménez,Defence
152435,URU,Juan Sanabria,Midfield
28549,URU,Manuel Ugarte,Midfield
32754,URU,Mathías Olivera,Defence
28426,URU,Matías Viña,Defence
28770,URU,Maximiliano Araújo,Defence
168795,URU,Nicolas de la Cruz,Midfield
11206,URU,Rodrigo Aguirre,Offence
2041,URU,Rodrigo Bentancur,Midfield
121007,URU,Rodrigo Zalazar,Midfield
28292,URU,Ronald Araújo,Defence
32767,URU,Santiago Bueno,Defence
30210,URU,Santiago Mele,Goalkeeper
28326,URU,Sebastían Cáceres,Defence
30386,URU,Sergio Rochet,Goalkeeper
39023,USA,Alejandro Zendejas,Midfield
177823,USA,Alex Freeman,Defence
3927,USA,Antonee Robinson,Defence
77185,USA,Auston Trusty,Defence
113262,USA,Brenden Aaronson,Midfield
167172,USA,Chris Brady,Goalkeeper
99856,USA,Chris Richards,Defence
145,USA,Christian Pulisic,Offence
77029,USA,Cristian Roldan,Midfield
131040,USA,Folarin Balogun,Offence
136733,USA,Gio Reyna,Midfield
10076,USA,Haji Wright,Offence
82442,USA,Joseph Scally,Defence
144470,USA,Malik Tillman,Midfield
77803,USA,Mark McKenzie,Defence
113261,USA,Matt Freese,Goalkeeper
76936,USA,Matt Turner,Goalkeeper
192180,USA,Max Arfsten,Offence
76866,USA,Miles Robinson,Defence
119731,USA,Ricardo Pepi,Offence
140416,USA,Sebastian Berhalter,Midfield
97534,USA,Sergiño Dest,Defence
3956,USA,Tim Ream,Defence
8492,USA,Tim Weah,Offence
77596,USA,Tyler Adams,Midfield
6507,USA,Weston McKennie,Midfield
214531,UZB,Abbosbek Fayzullaev,Midfield
212868,UZB,Abdukodir Khusanov,Defence
243928,UZB,Abdulla Abdullayev,Defence
243911,UZB,Abduvakhid Nematov,Goalkeeper
149716,UZB,Akmal Mozgovoy,Midfield
295866,UZB,Avazbek Ulmasaliev,Defence
249659,UZB,Azizbek Amonov,Offence
232740,UZB,Azizjon Ganiev,Midfield
295345,UZB,Bekhruz Karimov,Defence
244395,UZB,Botir Ergashev,Goalkeeper
49149,UZB,Dostonbek Xamdamov,Midfield
49307,UZB,Eldor Shomurodov,Offence
231904,UZB,Farrukh Sayfiyev,Defence
183140,UZB,Igor Sergeev,Offence
221787,UZB,Jakhongir O'rozov,Defence
117326,UZB,Jaloliddin Masharipov,Offence
132176,UZB,Jamshid Iskanderov,Midfield
243825,UZB,Khodjiakbar Alijonov,Defence
232753,UZB,Odiljon Hamrobekov,Midfield
119221,UZB,Oston Urunov,Midfield
117321,UZB,Otabek Shukurov,Midfield
132172,UZB,Rustam Ashurmatov,Defence
262464,UZB,Sherzod Esanov,Midfield
243838,UZB,Sherzod Nasrullayev,Defence
132173,UZB,Umar Eshmurodov,Defence
244531,UZB,Utkir Yusupov,Goalkeeper
